edad,saldo,prestamo_vivienda,prestamo_consumo,empleo_estudiante,empleo_jubilado,empleo_obrero,estado_civil_casado,estado_civil_soltero,nivel_educativo_basica,nivel_educativo_media,nivel_educativo_superior,norm_cant_productos,edad_saldo,quintil_edad_Q1_Edad_Muy_Bajo,quintil_edad_Q4_Edad_Alto,cdt,prob_modelo1_lr,pred_modelo1_lr,prob_modelo2_knn,pred_modelo2_knn,prob_modelo3_svm,pred_modelo3_svm,prob_modelo4_dt,pred_modelo4_dt,prob_modelo5_mlp,pred_modelo5_mlp,prob_modelo6_rf,pred_modelo6_rf,prob_modelo7_lgb,pred_modelo7_lgb,votos_totales,prob_modelo8_ensemble,pred_modelo8_hard,pred_modelo8_soft
0.6883116883116884,0.5159226402066456,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.602117164259167,0.0,0.0,1,0.5868385295455961,0,0.43333333333333335,1,0.08999765207018967,0,0.14285714285714285,1,0.4191140251194059,1,0.34402554528726764,1,0.7490060670735653,1,5,0.3950246136123573,1,1
0.2207792207792208,0.5544712557263373,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5,0.38762523825277906,0.0,0.0,0,0.3908753030275706,0,0.06666666666666667,0,0.09581530024665932,0,0.05339105339105339,0,0.061487374757402236,0,0.055720451640891885,0,0.3998828685429244,0,0,0.16054843118188122,0,0
0.3376623376623377,0.8268028428537865,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5,0.5822325902580621,0.0,1.0,0,0.4960161016063473,0,0.06666666666666667,0,0.09270744196729558,0,0.07535321821036106,0,0.10691309651392522,0,0.08108062839181951,0,0.46724941101080214,0,0,0.1979980806238882,0,0
0.24675324675324678,0.41213781204006417,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.3294455293966555,0.0,0.0,0,0.5775323256235918,0,0.06666666666666667,0,0.11429714066623287,1,0.09425287356321839,0,0.09303387305482026,0,0.08386784460721161,0,0.5215261322328812,0,1,0.22159669377351757,0,0
0.10389610389610388,0.6661136658321886,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.3850048848641462,1.0,0.0,0,0.6118831108952388,1,0.1,0,0.11217275005319413,1,0.10325131810193322,0,0.11771444129335183,0,0.127194681109668,0,0.5633875273359611,0,2,0.2479434041127639,0,0
0.14285714285714285,0.5207527679120446,1,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.33180495538459376,1.0,0.0,0,0.5190982265750977,0,0.06666666666666667,0,0.11459421333394122,1,0.07704071879181801,0,0.07664227946160782,0,0.07976129613066542,0,0.4865807184761295,0,1,0.20291201706227519,0,0
0.09090909090909088,0.610264817021661,1,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.350586953965376,1.0,0.0,0,0.6310851422847888,1,0.1,0,0.11195523997005365,1,0.07704071879181801,0,0.1227116911656264,0,0.09200591350442805,0,0.5063213984367102,0,2,0.234445729164775,0,0
0.2077922077922078,0.6076396734449193,1,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.40771594061856353,0.0,0.0,0,0.3094965139243679,0,0.03333333333333333,0,0.09171732723282928,0,0.05339105339105339,0,0.049041128116907265,0,0.059602246120754925,0,0.3926986395823311,0,0,0.14132574881451102,0,0
0.45454545454545453,0.5718563107956564,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5132008826705554,0.0,0.0,0,0.615750566529021,1,0.2,1,0.11262093385647279,1,0.12927950945324476,1,0.0983697196876023,0,0.12843033725370218,0,0.5635530198281362,0,4,0.2640005838011685,1,0
0.41558441558441556,0.6351498875934447,0,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5253671515889301,0.0,1.0,0,0.4333314723083775,0,0.03333333333333333,0,0.09090101922570802,0,0.07535321821036106,0,0.04942909234584627,0,0.053300790582248035,0,0.37491340366086584,0,0,0.15865176138096285,0,0
0.5194805194805194,0.6382336383520041,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5788570789162617,0.0,0.0,0,0.4686160057543371,0,0.13333333333333333,0,0.08668597393870217,0,0.10325131810193322,0,0.08608242327431007,0,0.08568323449379663,0,0.4080866849461204,0,0,0.19596271054893327,0,0
0.19480519480519481,0.5798825239733816,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.38734385938928817,0.0,0.0,0,0.6897879721820692,1,0.03333333333333333,0,0.0942461784380105,0,0.19548341566690192,1,0.17375217883683142,1,0.14754833479793714,1,0.6047001880763675,1,5,0.27697880019020726,1,1
0.32467532467532473,0.53562975934154,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5,0.43015254200843234,0.0,1.0,0,0.3690538290987655,0,0.0,0,0.09488095190861234,0,0.05339105339105339,0,0.05563770561514598,0,0.04298509593026103,0,0.3608608359602874,0,0,0.13954421027201797,0,0
0.2077922077922078,0.5267344722571505,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3672633400246792,0.0,0.0,0,0.5863768130108766,0,0.03333333333333333,0,0.09402101491176842,0,0.13984375,1,0.1475482745612443,0,0.13709774328779847,1,0.5884885110160936,0,2,0.24667277716015926,0,0
0.3636363636363637,0.6048516414316886,1,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.4842440025340261,0.0,1.0,0,0.4611155865859917,0,0.13333333333333333,0,0.1125931077759636,1,0.07704071879181801,0,0.06699248990227567,0,0.09052709146080294,0,0.4755244201745904,0,1,0.2024466782892537,0,0
0.3506493506493507,0.0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.17532467532467536,0.0,1.0,0,0.1884233496760198,0,0.0,0,0.08927879082496061,0,0.0401801177693107,0,0.035203016593571494,0,0.02946830624301323,0,0.311597924754462,0,0,0.09916450083733398,0,0
0.10389610389610388,0.06009608547076436,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5,0.08199609468343412,1.0,0.0,0,0.33617534768901797,0,0.13333333333333333,0,0.09573976278664745,0,0.0401801177693107,0,0.040908080352218615,0,0.048373358009701224,0,0.3577284010592255,0,0,0.1503483429999221,0,0
0.5454545454545454,0.815858070052985,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5,0.6806563077537653,0.0,0.0,0,0.45413347995618114,0,0.06666666666666667,0,0.0936084896250794,0,0.07535321821036106,0,0.13890015413117773,0,0.14084970257043794,1,0.5293043526284444,0,1,0.21411658054119262,0,0
0.25974025974025977,0.6617736500785119,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.46075695490938584,0.0,0.0,0,0.48616291586330085,0,0.03333333333333333,0,0.09378639293544858,0,0.07704071879181801,0,0.09371472141048012,0,0.09411223056671862,0,0.4827989276125571,0,0,0.1944213200733795,0,0
0.24675324675324678,0.5088699468705065,1,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.3778115968118766,0.0,0.0,0,0.4566215763835193,0,0.03333333333333333,0,0.11351746317447295,1,0.07704071879181801,0,0.07376594922398756,0,0.06629258059116519,0,0.42596439355620336,0,1,0.17807657357921425,0,0
0.15584415584415584,0.0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.07792207792207792,1.0,0.0,0,0.43684165197664115,0,0.06666666666666667,0,0.10911313885603638,1,0.07704071879181801,0,0.0757431964024536,0,0.07439065995639621,0,0.43008773320110577,0,1,0.18141196655015968,0,0
0.29870129870129875,0.6850840738582781,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.49189268627978844,0.0,0.0,0,0.5000751187159773,0,0.06666666666666667,0,0.11120436292218787,1,0.07704071879181801,0,0.0721872598715176,0,0.08144009643686065,0,0.48208300694847217,0,1,0.19867103290764287,0,0
0.16883116883116883,0.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5,0.08441558441558442,1.0,0.0,0,0.32376796307842226,0,0.03333333333333333,0,0.09504992497522782,0,0.0401801177693107,0,0.03540028795368981,0,0.04370128741657669,0,0.3333411764682589,0,0,0.1292534415706885,0,0
0.15584415584415584,0.5762442142947208,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5,0.36604418506943837,1.0,0.0,0,0.4544402220959485,0,0.13333333333333333,0,0.09642549655530602,0,0.05339105339105339,0,0.07366130155426465,0,0.08300587669697558,0,0.4340278131006192,0,0,0.18975501381821439,0,0
0.3896103896103896,0.41361990495921147,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5,0.4016151472848005,0.0,1.0,0,0.34255337248692197,0,0.06666666666666667,0,0.09406294138281314,0,0.05339105339105339,0,0.04913161206389057,0,0.04843708686234102,0,0.3598746468254152,0,0,0.14487391138272887,0,0
0.5324675324675325,0.5607515782277738,1,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.5466095553476531,0.0,0.0,0,0.6122789249949916,1,0.13333333333333333,0,0.08922728992585634,0,0.07704071879181801,0,0.08261658275434096,0,0.10097013093152686,0,0.4981813469610027,0,1,0.2276640468132671,0,0
0.28571428571428575,0.4930626087357671,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5,0.3893884472250264,0.0,0.0,0,0.43511977143137054,0,0.1,0,0.09243229662714562,0,0.05339105339105339,0,0.06149638872040922,0,0.06458699101920737,0,0.39427493247949413,0,0,0.1716144905240972,0,0
0.2337662337662338,0.5051160997625072,0,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.36944116676437044,0.0,0.0,0,0.522199521142088,0,0.0,0,0.09647839678725685,0,0.09425287356321839,0,0.09598467497989059,0,0.10359401675627918,0,0.5247915965025493,0,0,0.2053287256758975,0,0
0.10389610389610388,0.5578772710959876,1,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.5,0.3308866874960458,1.0,0.0,0,0.4210883339642777,0,0.06666666666666667,0,0.09381502543835826,0,0.05339105339105339,0,0.08294765383748612,0,0.07220507707630182,0,0.4102430630752964,0,0,0.17147955334992007,0,0
0.3506493506493507,0.6192168885144675,1,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.4849331195819091,0.0,1.0,0,0.361622549421485,0,0.1,0,0.09001624399572726,0,0.05339105339105339,0,0.04733419200266481,0,0.0692288787561334,0,0.43453308382991107,0,0,0.165160857342425,0,0
0.3376623376623377,0.4863430248348581,1,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.4120026812485979,0.0,1.0,0,0.42542052925907303,0,0.0,0,0.09170194023618165,0,0.07704071879181801,0,0.06635904266322057,0,0.05781919449963711,0,0.41690941649434377,0,0,0.16217869170632485,0,0
